"budget","popularity","vote_average","vote_count","revenue","runtime","year"
3.5e+07,19.286099,4.1,325,99423521,102,1994
1e+08,36.711378,6.4,1121,268426634,102,2013
5.8e+07,1.551497,6.1,1658,4.4e+07,119,2013
9e+07,43.348022,7,3144,188133322,114,2013
2.5e+07,8.618208,6.3,174,51751835,97,1997
7.5e+07,13.318744,5.9,283,215663859,124,2000
6e+07,36.689223,4.7,549,71073932,101,2005
1.5e+07,15.262492,6,381,46770602,93,2005
2.3e+07,8.893676,7.1,420,51751835,107,1993
1e+08,51.113717,7.2,1490,169327687,78,2000
1500000,17.49699,6.6,363,11806119,92,1988
1e+08,12.092241,4.4,142,7103973,95,2002
3200000,11.735287,7.4,265,8e+06,123,1962
2.5e+07,17.339852,6,326,10589102,122,2009
2.5e+07,38.272889,7.6,1384,76270454,119,1987
3e+07,9.607391,6,127,19204929,87,1998
7e+07,59.428223,6.2,2981,161025640,120,2013
2.3e+07,17.54768,6.6,491,42776760,113,2001
6e+07,22.620125,5.8,391,119940815,100,2003
2.8e+07,10.703456,6.5,148,31596911,139,1995
5e+05,1.600171,3.5,14,51751835,104,2012
2380000,8.395624,7.4,363,8176544,101,2006
3.7e+07,6.293217,5.2,99,63800345,81,2008
1e+07,14.447723,5.6,261,91196419,101,2005
4.3e+07,18.65632,5.3,280,68696770,84,2002
5.2e+07,15.20707,5.1,278,51751835,104,2003
1e+07,1.465762,4.3,7,51751835,122,2006
6.5e+07,19.718544,6.5,393,51751835,117,2003
3.1e+07,16.736734,6,293,41512007,98,2004
5e+06,11.21273,7,217,51751835,89,2000
9300000,12.928269,6.2,148,51751835,90,1981
3.6e+07,3.698276,6.8,316,7.4e+07,155,1997
2e+07,12.643703,6.5,297,16974459,105,2007
3e+07,27.870755,6.7,574,140161792,87,2004
5e+06,6.470766,6.7,137,41833347,113,1975
3e+05,0.374291,3,1,40542,94,1998
4e+07,4.516953,5.9,81,24332324,128,1994
2.3e+07,4.596157,5.6,63,51751835,90,2012
5e+07,8.189406,5.2,44,9851610,95,1995
4.5e+07,20.374308,5.7,276,21009180,113,2004
1.5e+07,9.125594,5.6,197,52970014,88,2002
13800000,17.3393,6.7,291,52293982,119,1986
3.5e+07,2.877488,6.7,25,1.5e+07,135,1995
2.3e+07,21.801188,6.2,821,51751835,116,2008
3.3e+07,13.655735,5.3,185,51751835,99,2002
2.3e+07,2.714043,6.2,47,51751835,91,2001
2.3e+07,8.288813,6.1,159,51751835,81,2002
5e+07,16.167093,6,268,56714147,120,2002
3e+07,9.780588,5.3,191,51751835,93,2012
5500000,19.127239,7.4,278,15700000,105,1973
1.8e+07,8.321586,6.7,167,51751835,109,1985
2.3e+07,12.677016,5.7,159,51751835,83,2006
10800000,32.943848,5.9,820,113857533,92,2008
3.5e+07,19.088655,4.9,379,25871834,85,2008
3.5e+07,28.670477,5.7,1455,46216641,118,2013
2.5e+07,14.340095,5.5,350,50671850,89,1998
3e+07,14.188982,7.1,275,51751835,111,1994
5e+06,11.095219,6.4,131,51751835,123,1977
2.3e+07,0.174311,3.5,2,51751835,103,2012
2.5e+07,12.18362,6.2,135,51751835,116,1985
2.3e+07,1.410387,6.1,16,51751835,91,1996
5e+06,4.070044,6.7,89,51751835,97,1989
1.3e+07,9.499325,6.6,258,44726644,107,1988
5e+07,14.723467,5.8,458,44434439,110,2005
2.5e+07,30.537845,7.4,626,56505065,130,1993
8e+06,10.19377,7.2,189,51751835,111,1993
8e+07,18.26121,6.9,189,34566746,145,2000
4e+07,12.229516,6.7,235,45916769,135,1997
6e+06,15.929648,6.6,365,39846344,98,1980
3.2e+07,24.147269,7,544,48814909,129,2000
3.5e+07,11.644243,5.4,239,45479110,101,2002
8,11.818333,6.4,138,16,98,1995
6.5e+07,14.866901,6,208,51751835,135,2000
2e+06,6.249262,6.6,132,51751835,101,2002
2.3e+07,6.847133,5.9,140,51751835,104,2008
8e+06,8.708229,5.7,168,6739141,95,1992
1.8e+07,18.47518,5.3,404,101564935,95,2003
2.3e+07,7.759215,7.7,139,51751835,109,2002
1.1e+07,11.227087,6.4,298,72778712,95,2006
2.3e+07,25.450534,5.6,550,51751835,93,2006
1.15e+08,18.714197,5.8,341,77628265,134,2002
5e+07,11.596207,6,220,100020092,113,2001
3.2e+07,16.473355,6.3,427,18552460,107,1995
8.4e+07,17.783361,4.7,332,123307945,106,2000
2e+06,3.911445,7.1,52,120620,90,2004
7e+07,37.507136,6.5,895,113280098,128,2008
8e+07,7.386394,6.2,146,51751835,126,1999
2e+07,9.455596,5.3,131,13854000,108,1988
5e+07,20.58862,5.3,284,60209334,107,1996
4e+07,31.385257,7,767,128798265,139,1999
6.5e+07,22.977983,6.5,1062,128107642,98,2008
6.2e+07,11.262655,5.8,178,18720175,125,2001
2e+07,9.292987,3.1,173,10442808,96,2005
12300000,28.670193,7,640,84460846,69,1988
1.1e+07,16.003958,7,334,13110448,100,2001
1.9e+07,11.47316,6.7,141,110879513,113,1989
3.7e+07,28.703007,6.3,679,113086475,109,2004
2.3e+07,12.335827,5.8,253,51751835,102,1987
1.4e+07,6.772615,4.5,111,19800000,100,1995
8.5e+07,21.891078,6.8,577,71485043,113,1998
1.5e+07,47.006162,7.2,1840,4.2e+07,131,2008
6e+06,40.196514,7.3,1000,44703995,109,2008
2.3e+07,6.783053,5.2,13,51751835,93,2012
6.2e+07,13.218008,4.3,242,41819064,87,2008
9e+06,20.452449,6.4,379,32973937,89,2008
1.1e+07,7.722021,6.3,139,59520298,98,2012
2.3e+07,1.265683,5.2,16,51751835,99,2005
3.5e+07,22.939557,6.4,477,51751835,115,2008
8e+06,9.782433,5.6,144,51751835,95,2008
8e+07,19.500893,5.3,331,163733697,88,2008
2.3e+07,15.492257,7.2,345,4069826,86,2013
8e+07,24.657931,6.2,487,74901339,117,2010
2.3e+07,15.046612,7.2,242,51751835,102,1994
5e+06,62.554173,5,1551,31724284,94,2013
2.5e+07,11.782725,4.4,104,15843608,87,2000
1.4e+07,8.885017,4.4,100,38574362,97,2000
5e+07,6.22577,5.9,75,58900031,95,1999
1.4e+07,13.13724,6.5,135,34793160,107,1991
2e+06,3.980072,6.8,31,653621,92,2005
3e+07,55.806402,6.6,1262,48428063,79,2009
14100000,9.318033,5.7,188,51751835,107,2008
1.8e+07,10.1449,6.5,158,26527510,120,2007
2.3e+07,5.251143,6.9,57,51751835,92,2007
1.5e+07,3.033471,4.8,32,10443316,93,1998
7e+06,11.400229,6.2,81,51751835,90,2006
2.5e+07,6.086083,5.5,112,41604473,86,2002
3.8e+07,21.998734,4.7,511,197011982,84,2003
5e+05,8.519202,6.9,106,603943,90,2004
80341000,14.8375,7.1,205,127814609,150,2008
2.3e+07,74.817641,7.8,2067,87100449,123,2013
3.8e+07,5.257009,5.5,40,51751835,99,2001
6e+07,45.514031,6.2,1602,90565421,130,2013
1e+06,8.887411,7.5,210,444575,115,2012
7e+06,5.091253,6.4,76,51751835,99,2008
1.4e+07,20.792603,6.2,351,22852638,98,2009
2.5e+07,3.593165,6.6,49,2336172,114,2009
1.5e+07,59.258969,7.6,2827,377910544,120,2008
2.3e+07,2.397987,6.3,29,51751835,96,2008
4.5e+07,11.387408,6.3,90,9323833,160,2008
41677699,39.58676,7.5,926,187479518,100,2008
3.5e+07,51.927471,6.2,1428,91353501,92,2009
3e+07,26.9385,5.3,724,27437881,100,2013
11500000,15.355589,7.5,202,23237911,134,1993
9e+06,2.872281,7,33,51751835,128,2002
2.4e+07,30.445257,6.5,835,155721132,102,2006
2.3e+07,0.918116,6,1,51751835,98,1995
1.2e+07,2.695896,5.2,28,51751835,110,1999
5e+07,6.567065,6,654,82169884,121,2007
5e+06,2.739307,4.9,47,51751835,90,2001
2.3e+07,1.963219,3.2,13,51751835,80,2006
1e+06,14.805264,7.4,231,24475416,135,1996
1.1e+08,46.834704,5.2,1712,228738393,114,2007
2.3e+07,0.36447,4.8,4,51751835,86,1997
2.3e+07,3.735723,6.9,51,51751835,157,1987
5.7e+07,11.60815,6,190,16991902,105,2001
2.3e+07,8.483531,6.6,91,51751835,122,2000
1.9e+07,24.47248,7.2,541,68673228,141,2006
2.3e+07,0.541652,4.5,2,51751835,93,1998
2.3e+07,0.069277,6,2,51751835,90,1998
3400000,5.690619,6.5,84,31063038,94,1977
2400000,11.753553,5.7,112,51751835,110,2012
1.1e+07,27.65527,6.7,537,88489643,119,2006
2.3e+07,0.00734,7,1,51751835,90,1999
2.3e+07,2.387463,7,22,51751835,120,2006
8e+06,14.652342,5.7,192,10848783,92,2009
2.3e+07,18.678415,5.8,191,69485490,102,2007
7e+06,23.612409,6.6,483,31430334,105,2009
2.3e+07,1.814802,6.7,37,51751835,91,2006
2.5e+07,12.739721,5.6,231,80936232,83,2001
1.5e+07,12.576381,6.9,235,49469904,92,2006
3.3e+07,9.060642,5.7,116,51751835,124,1999
2.3e+07,1.296784,6.3,12,51751835,85,1967
7.5e+07,10.54544,5.9,228,13596911,95,2001
2.3e+07,4.922397,6.9,18,51751835,99,2004
2.3e+07,0.092562,7.7,3,51751835,59,2004
6.4e+07,4.137237,5.3,63,74608570,133,1999
2.3e+07,0.857008,5.7,7,51751835,98,2012
3e+07,32.26789,7.1,721,53653224,113,2006
2.5e+07,25.838073,5.6,529,70442940,97,2008
2.3e+07,5.293363,6.1,56,51751835,92,2008
12516654,11.103202,7.6,142,8109160,78,2012
5e+07,6.397388,5,76,6808550,88,2004
2.3e+07,3.876242,6.1,67,51751835,155,1977
6e+07,40.646102,7,1113,137587063,96,2007
2500000,0.973582,4.6,19,33400000,87,2012
1.6e+07,9.400404,4.7,108,14822346,86,2004
2.3e+07,7.901891,6,118,51751835,97,2001
2e+07,18.666876,6.3,363,65569869,109,2008
2.5e+07,27.683874,6.1,663,229736344,90,2007
2e+07,16.074397,6.3,299,20211394,115,2008
1e+07,3.412162,5.5,62,51751835,93,2004
5.5e+07,2.410546,4.2,28,14375181,107,1987
5e+07,51.502884,7,1182,32017803,107,2007
3.4e+07,18.39217,6,345,95608995,90,2007
3.5e+07,16.830184,5.1,344,2106557,96,2012
1.8e+07,13.916583,6.7,273,22309223,116,2013
3e+07,8.999675,6.6,162,34742066,108,2006
2.3e+07,7.321181,4.4,46,51751835,85,2002
2.9e+07,8.93941,5,85,16930185,100,2002
1e+07,4.570043,4.8,50,598645,89,2002
2.3e+07,18.591657,6.7,396,51751835,110,2008
2.3e+07,10.639774,5.8,160,51751835,100,2012
2.3e+07,2.828303,6.5,39,51751835,101,2012
2.3e+07,17.98817,6.4,286,51751835,102,2008
26500000,60.732738,8.2,1983,159375308,134,1997
2e+07,12.300789,5.3,124,39300000,88,2010
2.3e+07,3.291609,7.2,52,51751835,91,2001
1.1e+07,7.645979,7.4,158,38105395,114,2008
2.3e+07,4.665026,5.8,12,51751835,95,2006
2.3e+07,12.818441,7.2,151,51751835,90,2004
2e+06,2.283796,7.2,23,1431623,102,2007
1500000,15.017068,5.5,342,3566225,104,2013
2.3e+07,6.048743,6.3,67,51751835,106,2005
1.2e+07,29.223881,7.4,636,17654912,115,2013
7e+06,8.591387,6.9,140,8900000,97,2008
7,4.857028,5.7,63,5,90,1992
2.3e+07,9.774126,7.2,197,51751835,101,2008
1.8e+07,17.683563,6.7,299,20275812,111,2013
2e+06,15.351412,5.4,190,5364858,95,2007
8e+07,46.887983,6.3,1018,178066569,118,2008
3.5e+07,25.903237,5.2,613,85416905,100,2008
20500000,17.112498,5.6,294,10089373,102,2008
2600000,8.001156,6.1,20,2850263,91,1993
2.3e+07,1.742383,5.7,12,51751835,80,2006
1e+07,12.792446,5.8,160,17500000,97,2007
8e+06,4.090382,5.8,18,458232,99,2007
2.3e+07,4.898437,5.9,60,51751835,112,2007
2e+06,4.261509,6.3,41,622806,96,2006
8e+06,9.728143,6.1,88,51751835,90,2007
5e+06,19.336367,6.5,255,16174377,102,2008
2.7e+07,16.785866,6.2,244,17286299,110,2008
2.3e+07,7.359286,5.2,210,51751835,94,2007
2.3e+07,3.65924,5.9,30,51751835,108,2003
3e+07,10.703602,6.3,240,31148328,130,2008
8e+06,8.403859,5.7,95,2275557,79,1991
2.5e+07,5.650125,6.7,120,11137801,109,1985
2.3e+07,15.011624,6.9,260,51751835,111,2003
2.3e+07,1.453146,6.5,35,51751835,86,2007
2e+07,7.878177,5.6,130,51751835,113,2007
1e+07,12.067921,5.3,145,51751835,95,2008
2.3e+07,8.710294,4.6,115,51751835,87,2001
2.3e+07,3.865122,4.9,57,51751835,96,2007
1.3e+08,64.798873,7,2811,185258983,163,2009
4.5e+07,14.813057,5,332,42487390,99,2008
5e+06,6.265659,5.6,86,1296184,106,2008
2.3e+07,9.85123,6.3,147,51751835,92,2004
8e+06,3.942464,6.3,24,143451,107,2006
2.3e+07,8.542921,6.7,160,51751835,88,2006
2.3e+07,0.753481,5.5,34,51751835,96,2002
3.3e+07,50.7453,7.8,3086,269958228,116,2008
1.5e+07,47.455148,6,1401,146497771,100,2013
3e+06,23.299907,7.4,568,11176469,108,2013
2.5e+07,32.105328,7.2,1101,115922175,132,2013
2e+07,13.118983,6.3,130,51751835,95,2007
2.3e+07,10.449975,5.4,251,33472850,91,2008
2e+07,20.495749,5.9,292,27640028,110,2008
3e+05,6.473667,5.9,124,8e+06,80,1975
1.2e+07,26.219598,6.2,497,43493123,107,2008
4500000,20.403344,7,322,27092880,90,1982
4e+06,0.409089,4.2,5,51751835,100,1999
1e+06,0.748565,6.6,53,274661,106,2007
2.3e+07,31.339015,7.7,687,51751835,87,2007
1.5e+07,13.568302,6,243,8138788,106,2012
2.3e+07,11.60921,5.6,194,51751835,104,2012
6e+06,4.053017,6.6,74,18750246,91,2003
2.5e+07,13.288177,5.9,185,27645491,98,2005
3e+07,63.848541,5.8,1463,82394288,100,2013
6e+07,18.380176,5.9,375,73174566,101,2008
2e+07,14.182301,5.3,68,51751835,83,2012
2.6e+07,39.742009,7.3,1112,71868327,106,2000
2.3e+07,4.25422,7.4,80,51751835,95,2001
4e+07,8.978408,6.5,52,7400000,125,2008
7e+06,2.453459,5.3,26,10229331,93,2001
2.3e+07,7.314796,4.7,77,51751835,86,2003
2.3e+07,3.283886,4.5,52,51751835,99,2008
12500000,13.349012,6.7,137,23367586,120,2002
2.3e+07,4.725357,5.4,41,51751835,112,2012
2.5e+07,31.893932,6.1,1573,86175291,130,2013
3.5e+07,30.556135,5.8,1138,42930462,112,2013
2.3e+07,16.361743,5.9,289,6842058,94,2012
3e+07,21.538222,5.8,363,22211426,108,2008
1.7e+07,7.701041,5.5,160,16980098,95,2004
8.6e+07,18.172736,6.3,395,14373825,84,2007
3.5e+07,6.248273,5.7,57,43650785,114,2008
2.5e+07,6.091033,6.4,76,51751835,139,2007
2.4e+07,6.009644,5.6,61,23321954,145,2006
3.5e+07,6.727949,5.7,55,13678913,94,2001
2e+07,4.748929,6.2,116,57588485,118,2002
4e+07,6.004422,5.4,120,51751835,100,2005
1.5e+07,12.185204,5.7,41,20380,93,2007
2.3e+07,5.641978,5.4,19,51751835,110,2001
1e+06,5.323184,7.2,59,1678874,92,2006
2.3e+07,20.362373,6.7,406,3983997,91,2008
3.5e+07,19.774543,6,485,72436439,110,2008
2.3e+07,1.619635,5.9,10,51751835,102,2007
2.3e+07,0.197469,7,3,51751835,90,2008
1.9e+07,17.952817,6,342,18755936,109,2008
4e+07,3.476966,5.7,92,22433915,108,2002
6e+06,6.27257,6.6,111,2944752,94,2003
2.3e+07,8.302951,5.2,40,51751835,88,2007
2.3e+07,3.313257,5.4,48,51751835,96,2000
2.3e+07,3.069605,6.4,66,51751835,85,2006
2.3e+07,2.204138,5.5,12,51751835,91,2012
2.3e+07,1.946715,4.8,21,51751835,101,2006
6e+07,15.798622,6.7,247,51751835,111,2009
2.3e+07,4.030724,6.5,11,51751835,94,2008
7e+06,45.310443,7.3,2066,34266564,102,2000
2e+07,17.145287,5.4,220,36620508,101,2008
1.2e+07,18.422327,7.3,383,56298474,123,2002
5.5e+07,23.465539,6.2,605,17869048,90,2008
6.1e+07,42.881415,6.6,1589,131940411,109,2013
2.3e+07,21.01755,6.1,843,7e+06,104,2007
4e+06,14.042041,6.5,250,44909486,111,2001
1e+06,72.19808,7.5,1791,117235147,119,1976
6e+07,9.225166,5.2,193,51751835,99,2004
4.3e+07,37.654688,6.5,1575,158674180,117,2013
6.6e+07,54.81489,6.1,1520,203277636,130,2014
1.5e+07,63.071046,7.2,1488,125212904,93,1982
2.2e+07,20.699212,6,428,147880543,110,2007
2.3e+07,9.03154,6.4,88,51751835,68,2005
13200000,24.656068,5.6,181,53830415,83,2014
7e+06,11.700578,6.8,281,560069,91,1996
2.3e+07,12.373248,6.1,107,47301471,86,2008
2.3e+07,8.326131,7.3,90,51751835,120,2006
4.4e+07,38.653969,6.3,864,300400432,96,1985
14600000,52.744331,7.4,2301,70906973,101,1993
6.3e+07,31.294717,5.7,690,189015611,102,1988
1.1e+08,19.625972,5.7,389,103951461,76,2004
2.8e+07,28.043508,6.4,799,134402450,105,2013
6e+07,42.538258,5.9,1173,50549107,105,2014
6e+07,59.547928,7.5,3070,469160692,100,2014
1e+08,52.792678,7.3,2281,170877916,143,2006
6e+07,22.736038,6,487,30800231,118,2014
9e+06,9.159265,6.4,13,51751835,112,2013
8e+06,4.932893,6.7,81,18948425,112,2006
2.3e+07,4.115398,6.4,128,51751835,90,2002
2.3e+07,5.87193,6.9,83,51751835,110,1982
2.3e+07,10.149569,5.1,64,51751835,98,2003
2e+06,14.846001,6.3,140,5179037,101,2006
2.3e+07,10.982255,6.7,166,51751835,90,2000
1.6e+07,15.788784,4.8,365,76514050,87,2009
1200000,0.057564,4.8,12,51751835,84,2012
2.5e+07,16.238961,3,240,14109284,87,2008
4500000,8.48639,7,46,51751835,110,2006
1.8e+07,31.887978,6.9,836,25739015,114,2008
3.5e+07,24.606012,6.8,827,15304890,96,2006
9e+07,61.025639,6.1,1795,206172544,127,2014
5e+07,32.693093,5.9,1486,155446362,121,2009
1.2e+07,8.083995,5.5,339,40855419,89,2008
2.3e+07,2.711955,5.1,17,51751835,121,2006
2.3e+07,9.719094,7,107,51751835,90,2005
1500000,11.35344,6.7,144,2300000,92,1984
2.3e+07,4.04701,5.1,83,51751835,81,1999
6e+06,2.404626,4.7,25,69497,85,2008
5e+07,23.935053,5.5,509,106303988,98,2009
2.3e+07,8.39685,6.3,80,51751835,92,2008
1.5e+07,5.484679,4.8,27,51751835,98,1986
1e+06,1.260314,6.6,32,7202,81,2006
6e+06,33.296684,5.9,1671,51751835,90,2013
3.7e+07,100.348805,6.8,2972,269994119,110,2013
1.3e+07,49.975409,7.4,3092,318000141,112,2013
1.1e+07,9.705589,5.1,153,2807854,98,1991
2.3e+07,2.930853,7.5,20,51751835,134,1993
4.8e+07,16.000178,6.5,333,77745568,123,1998
625000,0.283059,4.8,5,51751835,68,2013
2.3e+07,1.193779,6.6,17,51751835,90,2000
2500000,18.661541,5.4,516,60141683,86,2013
2.3e+07,4.382761,3.7,78,51751835,80,2002
1600000,8.535178,7.1,61,5400000,103,1949
5e+06,16.890285,7.3,315,33616692,106,2001
2.3e+07,3.528643,6.7,62,51751835,108,2005
3.2e+07,9.254647,6.8,141,52277485,109,2003
8e+07,8.923215,6.8,91,10166502,132,2005
1.2e+07,7.558959,5.9,65,37170057,91,1992
1e+07,4.928777,6.4,69,25754284,108,1985
2e+07,2.605374,4.1,20,7e+06,83,2008
1.4e+07,5.102258,5.8,48,25482931,95,2002
2e+07,5.422285,6,32,21170563,105,2006
2.3e+07,3.277287,7.9,64,321952,117,1978
3e+07,8.386432,6.3,141,35078241,92,2006
5e+05,2.391847,4.5,34,51751835,87,2012
1.6e+07,8.8321,4.6,96,50007546,114,2008
3e+06,11.637458,6,127,3830137,92,2008
2.3e+07,5.016607,5.4,39,51751835,95,1997
2.3e+07,0.459625,4.9,8,51751835,84,2007
6e+06,7.161051,6.2,94,2899975,99,2008
7e+06,7.034618,4.8,48,6230276,94,2008
2.3e+07,4.056774,6,33,2945242,105,2005
225000,0.126676,6.9,6,111300,86,2012
5e+06,6.174435,6.6,60,4040588,110,2008
2.3e+07,0.620554,6.7,10,51751835,87,2012
1.5e+07,80.878605,7.9,3313,356296601,122,1999
1.5e+07,3.043589,6.1,52,2.1e+07,95,2006
2.3e+07,0.957022,6.5,15,51751835,88,2007
5.5e+07,80.581367,7.7,2525,307077295,117,2006
2.3e+07,3.320622,6.4,77,51751835,97,1990
1.5e+07,10.9071,6,211,14867514,103,2004
1.45e+08,56.747978,6.7,1603,521170825,95,2016
2.3e+07,3.231848,4.4,49,51751835,84,2001
4.5e+07,7.185212,5.1,66,51751835,94,2001
2.3e+07,5.0348,5.8,143,51751835,99,2007
1.5e+07,10.84158,6.9,151,30226144,126,2007
2.3e+07,14.331992,7.5,275,2957978,94,2008
2.3e+07,4.262374,6.5,48,414404,106,2008
9e+06,5.2545,5.5,29,51751835,103,2005
9.8e+07,7.029308,5.7,136,10017322,119,1995
3.5e+07,31.957947,7.3,1226,112544580,125,2013
6e+06,61.210016,7.7,3452,1270522,113,2001
7e+06,7.051521,6.1,56,2062066,104,2002
3.5e+07,10.304172,4.9,135,12506188,83,2006
2.3e+07,3.804597,4.8,75,51751835,95,2004
1200000,10.869492,6.7,185,51751835,100,1989
2.3e+07,1.83428,6.1,15,51751835,108,2005
2.3e+07,1.73892,5.3,22,51751835,86,2006
2600000,19.02965,7,308,553198,92,2007
6e+06,12.601677,4.4,91,18197398,89,2007
5e+06,4.129165,5.9,58,742898,98,2003
2.3e+07,1.532518,5.7,5,51751835,90,2008
1e+08,21.677732,2.9,462,51751835,85,2009
2.3e+07,0.553752,6,13,51751835,156,2007
1.9e+07,90.809408,7.6,3041,83258226,118,2006
3.5e+07,14.051852,5.2,235,19478106,76,2005
2.5e+07,5.625632,5.4,115,36351350,105,2005
2.6e+07,11.233081,6.5,201,28780255,118,2000
1.2e+07,16.931846,5.8,364,23006849,104,2006
1e+07,4.176066,6.2,51,51751835,87,2000
5e+07,12.31101,4.4,269,69425966,92,2005
1.4e+07,44.135568,7.5,1480,178043761,134,2005
19400000,20.746932,7.1,312,51751835,125,2006
3500000,25.891466,7.9,419,51751835,78,2013
2.3e+07,0.375423,5.5,2,51751835,92,1999
9e+07,63.429157,7.9,4339,289847354,151,2006
2.3e+07,4.961306,4.7,69,6575282,87,2008
2.3e+07,5.742359,4.9,11,51751835,73,2004
3500000,3.643608,6.7,28,113783,98,2006
5e+07,42.551902,7.1,1165,132180323,147,2006
2053648,2.778633,7.8,17,5e+05,102,1999
7e+05,9.188431,7.7,87,7830611,171,1994
3e+05,1.085909,6.9,23,1750211,88,2005
2.9e+07,27.555646,6.2,594,98185582,102,2003
1.8e+07,6.18869,7.3,99,9495408,131,1998
2e+06,3.43159,7.6,31,51751835,109,2007
1.5e+07,30.196039,7.2,629,13060843,135,2002
2.3e+07,3.877036,6.5,27,51751835,101,2002
2.8e+07,7.534003,7,159,64445708,135,2004
2.3e+07,5.90259,6.5,25,51751835,99,2002
2.3e+07,7.142448,6.8,88,51751835,111,2000
1.2e+07,13.427427,6.9,86,51751835,109,2008
4e+06,11.414843,7.3,453,35564473,120,2002
6e+07,30.951203,6.9,1343,244082376,115,2008
3.5e+07,5.784661,5.8,44,51751835,85,2002
3.8e+07,6.760922,4.3,75,5410749,93,2007
4e+07,3.87823,7.1,71,9793496,130,2008
7000,23.307949,6.9,658,424760,77,2004
218,1.063439,7.5,22,1162014,91,2003
5800000,3.201886,4.2,10,7e+06,95,2006
2.3e+07,5.897479,6.7,100,188126,98,2008
2.3e+07,0.772668,7.2,8,51751835,105,2005
2e+07,20.975165,7,435,50907234,104,2008
2.4e+07,4.12064,5.8,53,14782676,89,2001
7.5e+07,13.327372,6.4,197,51751835,148,1999
4e+07,6.884467,6.3,83,51751835,126,2007
2e+07,9.36146,4.7,78,10337477,84,2007
2.6e+07,11.942862,6.9,240,14821658,136,2006
2e+07,12.25264,4.9,209,149281606,91,2008
6e+07,18.815442,6.6,372,26288320,86,2003
9e+06,8.738737,6,41,4350774,79,1994
8e+06,4.482714,5.8,62,22593409,91,1999
6e+06,26.218912,7.1,817,10409377,97,1999
3.5e+07,27.903999,5.5,555,17508518,110,2014
1.1e+07,4.536745,5,55,13196245,90,2007
1.3e+07,17.632446,5.4,304,1.8e+07,107,2013
1.5e+07,13.706357,5.3,299,100734718,101,2009
5e+05,6.093989,7,100,33456317,122,2008
3.1e+07,22.71592,5.9,437,27388767,96,2004
3e+07,7.981116,5.7,147,100491683,79,1998
8e+05,11.205726,6.1,311,1984662,91,2009
8e+07,21.394281,6.2,393,96105964,129,2004
5e+06,6.759235,5.8,27,51751835,88,2006
4e+06,7.758188,6.6,102,866999,101,2005
5e+07,14.808304,6.2,316,80383290,112,2014
8e+06,13.987772,5.2,99,29010817,97,2009
2.3e+07,4.127155,6.6,35,51751835,102,2008
2.3e+07,2.596338,6.1,27,51751835,112,2005
2.3e+07,7.708227,5.6,49,51751835,96,1998
2.6e+07,31.250383,5.2,788,183293131,91,2009
12500000,34.821223,7.7,1451,20416563,94,2008
6800000,4.665309,6.1,73,51751835,101,2003
2.3e+07,9.066881,6.5,66,51751835,82,1998
7e+06,2.627232,5.6,30,7292175,96,1999
2.3e+07,2.405911,6.3,26,51751835,114,2008
2.3e+07,2.634007,6.8,44,51751835,97,1997
1.7e+07,45.742254,7.2,927,213525736,120,2000
2.3e+07,2.131524,6.4,6,51751835,116,2007
2e+07,29.371987,5.6,797,12639297,115,2016
5e+06,10.605752,4.4,203,15179302,88,2013
8.4e+07,44.34333,6.4,1526,51751835,116,2013
1.8e+07,16.520516,4.9,246,10501938,90,2013
5.7e+07,9.27875,4.2,91,28283637,95,2004
4.6e+07,88.496873,7.9,3085,122126687,153,2013
3e+07,22.975918,5.5,543,62616646,91,2013
2.6e+07,30.114383,6.2,551,51164106,105,2013
2.3e+07,4.976268,6.8,78,51751835,114,2006
8e+06,3.535789,5.5,46,51751835,92,2000
1.7e+07,7.210095,6.7,110,71625195,123,2013
6500000,2.639106,8,6,2025032,100,2005
2e+07,11.263361,6.5,110,75597042,127,2002
2.3e+07,0.49446,5.7,20,51751835,114,2003
2.3e+07,5.483671,6.3,47,51751835,103,2008
5e+06,6.308298,6.5,44,51751835,91,1998
2500000,8.248149,3.1,47,51751835,101,2012
2.3e+07,9.229999,6,122,51751835,106,1999
